,n_steps
8780,8.0
8781,11.0
8782,9.0
8783,15.0
8784,15.0
8785,17.0
8786,5.0
8787,10.0
8788,5.0
8789,15.0
8790,11.0
8791,19.0
8792,17.0
8793,11.0
8794,1.0
8795,9.0
8796,6.0
8797,6.0
8798,35.0
8799,12.0
8800,15.0
8801,8.0
8802,14.0
8803,9.0
8804,4.0
8805,6.0
8806,9.0
8807,11.0
8808,6.0
8809,8.0
8810,8.0
8811,18.0
8812,9.0
8813,17.0
8814,12.0
8815,6.0
8816,10.0
8817,9.0
8818,5.0
8819,9.0
8820,31.0
8821,14.0
8822,12.0
8823,8.0
8824,6.0
8825,14.0
8826,5.0
8827,5.0
8828,11.0
8829,16.0
8830,17.0
8831,8.0
8832,3.0
8833,3.0
8834,5.0
8835,12.0
8836,6.0
8837,8.0
8838,12.0
8839,10.0
8840,8.0
8841,13.0
8842,15.0
8843,13.0
8844,9.0
8845,7.0
8846,7.0
8847,11.0
8848,5.0
8849,8.0
8850,11.0
8851,8.0
8852,5.0
8853,14.0
8854,7.0
8855,15.0
8856,5.0
8857,11.0
8858,2.0
8859,15.0
8860,7.0
8861,25.0
8862,20.0
8863,4.0
8864,8.0
8865,8.0
8866,14.0
8867,17.0
8868,2.0
8869,19.0
8870,3.0
8871,11.0
8872,9.0
8873,9.0
8874,4.0
8875,8.0
8876,18.0
8877,5.0
8878,17.0
8879,10.0
8880,7.0
8881,11.0
8882,8.0
8883,7.0
8884,13.0
8885,12.0
8886,7.0
8887,10.0
8888,6.0
8889,10.0
8890,8.0
8891,7.0
8892,8.0
8893,13.0
8894,4.0
8895,7.0
8896,4.0
8897,3.0
8898,4.0
8899,6.0
8900,3.0
8901,9.0
8902,3.0
8903,1.0
8904,4.0
8905,2.0
8906,12.0
8907,15.0
8908,3.0
8909,10.0
8910,2.0
8911,3.0
8912,10.0
8913,5.0
8914,7.0
8915,2.0
8916,10.0
8917,7.0
8918,14.0
8919,3.0
8920,9.0
8921,5.0
8922,5.0
8923,2.0
8924,4.0
8925,4.0
8926,3.0
8927,5.0
8928,5.0
8929,12.0
8930,5.0
8931,9.0
8932,4.0
8933,9.0
8934,11.0
8935,13.0
8936,8.0
8937,16.0
8938,6.0
8939,26.0
8940,8.0
8941,5.0
8942,20.0
8943,13.0
8944,5.0
8945,13.0
8946,11.0
8947,10.0
8948,16.0
8949,4.0
8950,5.0
8951,5.0
8952,8.0
8953,22.0
8954,12.0
8955,9.0
8956,7.0
8957,12.0
8958,4.0
8959,7.0
8960,5.0
8961,8.0
8962,15.0
8963,14.0
8964,5.0
8965,10.0
8966,12.0
8967,19.0
8968,15.0
8969,11.0
8970,6.0
8971,10.0
8972,4.0
8973,4.0
8974,5.0
8975,14.0
8976,8.0
8977,17.0
8978,16.0
8979,14.0
8980,4.0
8981,3.0
8982,10.0
8983,16.0
8984,7.0
8985,9.0
8986,19.0
8987,14.0
8988,14.0
8989,3.0
8990,14.0
8991,6.0
8992,4.0
8993,9.0
8994,10.0
8995,5.0
8996,11.0
8997,9.0
8998,9.0
8999,6.0
9000,9.0
9001,12.0
9002,15.0
9003,5.0
9004,14.0
9005,5.0
9006,6.0
9007,17.0
9008,6.0
9009,9.0
9010,9.0
9011,7.0
9012,12.0
9013,8.0
9014,21.0
9015,12.0
9016,6.0
9017,9.0
9018,4.0
9019,11.0
9020,15.0
9021,9.0
9022,5.0
9023,6.0
9024,8.0
9025,7.0
9026,4.0
9027,5.0
9028,8.0
9029,7.0
9030,9.0
9031,12.0
9032,16.0
9033,15.0
9034,12.0
9035,11.0
9036,3.0
9037,2.0
9038,5.0
9039,7.0
9040,9.0
9041,10.0
9042,2.0
9043,7.0
9044,8.0
9045,4.0
9046,2.0
9047,5.0
9048,5.0
9049,18.0
9050,3.0
9051,7.0
9052,19.0
9053,6.0
9054,5.0
9055,8.0
9056,3.0
9057,18.0
9058,9.0
9059,11.0
9060,6.0
9061,9.0
9062,4.0
9063,17.0
9064,3.0
9065,6.0
9066,16.0
9067,23.0
9068,7.0
9069,12.0
9070,11.0
9071,29.0
9072,14.0
9073,11.0
9074,11.0
9075,5.0
9076,10.0
9077,8.0
9078,6.0
9079,6.0
9080,11.0
9081,12.0
9082,3.0
9083,6.0
9084,8.0
9085,11.0
9086,5.0
9087,8.0
9088,10.0
9089,4.0
9090,28.0
9091,7.0
9092,3.0
9093,12.0
9094,5.0
9095,14.0
9096,13.0
9097,7.0
9098,10.0
9099,5.0
9100,7.0
9101,9.0
9102,7.0
9103,5.0
9104,13.0
9105,7.0
9106,5.0
9107,8.0
9108,11.0
9109,3.0
9110,9.0
9111,9.0
9112,5.0
9113,7.0
9114,3.0
9115,8.0
9116,6.0
9117,15.0
9118,6.0
9119,11.0
9120,12.0
9121,7.0
9122,5.0
9123,11.0
9124,7.0
9125,4.0
9126,7.0
9127,12.0
9128,4.0
9129,9.0
9130,27.0
9131,11.0
9132,15.0
9133,17.0
9134,14.0
9135,6.0
9136,24.0
9137,7.0
9138,12.0
9139,8.0
9140,15.0
9141,12.0
9142,14.0
9143,27.0
9144,11.0
9145,2.0
9146,25.0
9147,7.0
9148,34.0
9149,13.0
9150,15.0
9151,8.0
9152,4.0
9153,6.0
9154,11.0
9155,10.0
9156,16.0
9157,5.0
9158,6.0
9159,17.0
9160,8.0
9161,10.0
9162,8.0
9163,9.0
9164,9.0
9165,12.0
9166,5.0
9167,12.0
9168,23.0
9169,15.0
9170,11.0
9171,13.0
9172,16.0
9173,4.0
9174,15.0
9175,8.0
9176,14.0
9177,5.0
9178,3.0
9179,8.0
9180,8.0
9181,15.0
9182,7.0
9183,8.0
9184,8.0
9185,8.0
9186,9.0
9187,9.0
9188,2.0
9189,17.0
9190,12.0
9191,7.0
9192,8.0
9193,5.0
9194,9.0
9195,8.0
9196,7.0
9197,7.0
9198,10.0
9199,2.0
9200,10.0
9201,4.0
9202,10.0
9203,6.0
9204,4.0
9205,2.0
9206,10.0
9207,18.0
9208,16.0
9209,9.0
9210,5.0
9211,6.0
9212,19.0
9213,7.0
9214,11.0
9215,24.0
9216,18.0
9217,5.0
9218,28.0
9219,12.0
9220,17.0
9221,3.0
9222,7.0
9223,4.0
9224,5.0
9225,2.0
9226,4.0
9227,7.0
9228,18.0
9229,6.0
9230,8.0
9231,7.0
9232,9.0
9233,6.0
9234,14.0
9235,15.0
9236,5.0
9237,11.0
9238,4.0
9239,9.0
9240,7.0
9241,16.0
9242,10.0
9243,6.0
9244,5.0
9245,8.0
9246,9.0
9247,11.0
9248,6.0
9249,5.0
9250,17.0
9251,7.0
9252,11.0
9253,13.0
9254,3.0
9255,10.0
9256,24.0
9257,5.0
9258,13.0
9259,8.0
9260,7.0
9261,7.0
9262,4.0
9263,6.0
9264,1.0
9265,7.0
9266,11.0
9267,4.0
9268,4.0
9269,18.0
9270,1.0
9271,18.0
9272,12.0
9273,15.0
9274,10.0
9275,3.0
9276,7.0
9277,18.0
9278,4.0
9279,12.0
9280,15.0
9281,7.0
9282,9.0
9283,3.0
9284,7.0
9285,14.0
9286,14.0
9287,9.0
9288,12.0
9289,2.0
9290,25.0
9291,7.0
9292,11.0
9293,23.0
9294,6.0
9295,3.0
9296,9.0
9297,9.0
9298,27.0
9299,4.0
9300,9.0
9301,15.0
9302,16.0
9303,8.0
9304,11.0
9305,13.0
9306,5.0
9307,11.0
9308,5.0
9309,8.0
9310,22.0
9311,3.0
9312,11.0
9313,19.0
9314,8.0
9315,15.0
9316,6.0
9317,18.0
9318,12.0
9319,9.0
9320,2.0
9321,6.0
9322,22.0
9323,9.0
9324,7.0
9325,8.0
9326,5.0
9327,5.0
9328,7.0
9329,11.0
9330,15.0
9331,9.0
9332,6.0
9333,9.0
9334,9.0
9335,5.0
9336,9.0
9337,9.0
9338,13.0
9339,14.0
9340,12.0
9341,4.0
9342,4.0
9343,17.0
9344,5.0
9345,15.0
9346,9.0
9347,8.0
9348,2.0
9349,13.0
9350,14.0
9351,11.0
9352,3.0
9353,7.0
9354,11.0
9355,6.0
9356,5.0
9357,10.0
9358,8.0
9359,7.0
9360,10.0
9361,5.0
9362,13.0
9363,8.0
9364,2.0
9365,5.0
9366,4.0
9367,6.0
9368,12.0
9369,7.0
9370,3.0
9371,5.0
9372,3.0
9373,10.0
9374,15.0
9375,10.0
9376,5.0
9377,9.0
9378,10.0
9379,16.0
9380,6.0
9381,1.0
9382,4.0
9383,4.0
9384,7.0
9385,9.0
9386,9.0
9387,7.0
9388,11.0
9389,15.0
9390,3.0
9391,5.0
9392,20.0
9393,9.0
9394,11.0
9395,19.0
9396,10.0
9397,9.0
9398,10.0
9399,14.0
9400,5.0
9401,19.0
9402,6.0
9403,13.0
9404,8.0
9405,5.0
9406,4.0
9407,6.0
9408,6.0
9409,13.0
9410,18.0
9411,5.0
9412,4.0
9413,7.0
9414,6.0
9415,12.0
9416,8.0
9417,5.0
9418,3.0
9419,13.0
9420,13.0
9421,3.0
9422,2.0
9423,4.0
9424,9.0
9425,7.0
9426,13.0
9427,19.0
9428,9.0
9429,6.0
9430,16.0
9431,7.0
9432,6.0
9433,9.0
9434,6.0
9435,4.0
9436,2.0
9437,8.0
9438,7.0
9439,10.0
9440,19.0
9441,5.0
9442,4.0
9443,8.0
9444,10.0
9445,3.0
9446,5.0
9447,2.0
9448,10.0
9449,2.0
9450,3.0
9451,11.0
9452,10.0
9453,13.0
9454,13.0
9455,5.0
9456,11.0
9457,3.0
9458,3.0
9459,5.0
9460,2.0
9461,2.0
9462,2.0
9463,8.0
9464,7.0
9465,6.0
9466,20.0
9467,10.0
9468,4.0
9469,3.0
9470,8.0
9471,10.0
9472,11.0
9473,5.0
9474,19.0
9475,9.0
9476,7.0
9477,13.0
9478,16.0
9479,11.0
9480,9.0
9481,16.0
9482,8.0
9483,16.0
9484,11.0
9485,10.0
9486,2.0
9487,8.0
9488,17.0
9489,10.0
9490,8.0
9491,31.0
9492,4.0
9493,6.0
9494,9.0
9495,12.0
9496,10.0
9497,4.0
9498,8.0
9499,11.0
9500,17.0
9501,17.0
9502,13.0
9503,10.0
9504,10.0
9505,5.0
9506,15.0
9507,14.0
9508,19.0
9509,10.0
9510,13.0
9511,10.0
9512,14.0
9513,9.0
9514,10.0
9515,8.0
9516,9.0
9517,15.0
9518,7.0
9519,6.0
9520,44.0
9521,4.0
9522,5.0
9523,11.0
9524,2.0
9525,9.0
9526,14.0
9527,14.0
9528,11.0
9529,23.0
9530,11.0
9531,13.0
9532,13.0
9533,11.0
9534,3.0
9535,7.0
9536,1.0
9537,3.0
9538,16.0
9539,14.0
9540,7.0
9541,14.0
9542,4.0
9543,2.0
9544,9.0
9545,13.0
9546,8.0
9547,7.0
9548,6.0
9549,24.0
9550,9.0
9551,19.0
9552,10.0
9553,11.0
9554,5.0
9555,10.0
9556,7.0
9557,2.0
9558,8.0
9559,16.0
9560,17.0
9561,8.0
9562,9.0
9563,22.0
9564,28.0
9565,12.0
9566,5.0
9567,6.0
9568,15.0
9569,5.0
9570,12.0
9571,18.0
9572,12.0
9573,19.0
9574,9.0
9575,33.0
9576,8.0
9577,7.0
9578,8.0
9579,4.0
9580,16.0
9581,15.0
9582,8.0
9583,8.0
9584,2.0
9585,12.0
9586,10.0
9587,14.0
9588,9.0
9589,12.0
9590,3.0
9591,18.0
9592,5.0
9593,16.0
9594,8.0
9595,6.0
9596,8.0
9597,13.0
9598,2.0
9599,12.0
9600,9.0
9601,23.0
9602,4.0
9603,8.0
9604,10.0
9605,10.0
9606,8.0
9607,8.0
9608,9.0
9609,6.0
9610,15.0
9611,10.0
9612,7.0
9613,12.0
9614,9.0
9615,9.0
9616,9.0
9617,5.0
9618,6.0
9619,10.0
9620,7.0
9621,5.0
9622,3.0
9623,12.0
9624,11.0
9625,9.0
9626,24.0
9627,2.0
9628,6.0
9629,12.0
9630,25.0
9631,3.0
9632,5.0
9633,16.0
9634,5.0
9635,8.0
9636,2.0
9637,9.0
9638,10.0
9639,3.0
9640,11.0
9641,16.0
9642,7.0
9643,15.0
9644,8.0
9645,6.0
9646,7.0
9647,5.0
9648,10.0
9649,8.0
9650,8.0
9651,3.0
9652,9.0
9653,12.0
9654,6.0
9655,6.0
9656,2.0
9657,8.0
9658,25.0
9659,9.0
9660,17.0
9661,2.0
9662,2.0
9663,2.0
9664,4.0
9665,2.0
9666,6.0
9667,6.0
9668,53.0
9669,8.0
9670,30.0
9671,5.0
9672,15.0
9673,15.0
9674,22.0
9675,8.0
9676,3.0
9677,16.0
9678,11.0
9679,10.0
9680,2.0
9681,8.0
9682,7.0
9683,4.0
9684,8.0
9685,5.0
9686,5.0
9687,5.0
9688,3.0
9689,10.0
9690,2.0
9691,11.0
9692,22.0
9693,7.0
9694,14.0
9695,10.0
9696,4.0
9697,8.0
9698,7.0
9699,7.0
9700,3.0
9701,5.0
9702,13.0
9703,10.0
9704,8.0
9705,15.0
9706,20.0
9707,10.0
9708,11.0
9709,6.0
9710,11.0
9711,8.0
9712,15.0
9713,5.0
9714,7.0
9715,6.0
9716,1.0
9717,10.0
9718,3.0
9719,15.0
9720,6.0
9721,8.0
9722,24.0
9723,8.0
9724,7.0
9725,4.0
9726,4.0
9727,6.0
9728,7.0
9729,6.0
9730,7.0
9731,3.0
9732,14.0
9733,8.0
9734,4.0
9735,6.0
9736,6.0
9737,19.0
9738,1.0
9739,5.0
9740,8.0
9741,7.0
9742,5.0
9743,8.0
9744,9.0
9745,6.0
9746,5.0
9747,2.0
9748,6.0
9749,3.0
9750,4.0
9751,5.0
9752,15.0
9753,5.0
9754,5.0
9755,16.0
9756,14.0
9757,5.0
9758,6.0
9759,5.0
9760,19.0
9761,7.0
9762,5.0
9763,9.0
9764,7.0
9765,7.0
9766,6.0
9767,17.0
9768,11.0
9769,8.0
9770,9.0
9771,14.0
9772,5.0
9773,7.0
9774,6.0
9775,6.0
9776,19.0
9777,9.0
9778,6.0
9779,6.0
9780,8.0
9781,13.0
9782,10.0
9783,8.0
9784,1.0
9785,13.0
9786,23.0
9787,13.0
9788,5.0
9789,3.0
9790,12.0
9791,12.0
9792,14.0
9793,10.0
9794,9.0
9795,7.0
9796,9.0
9797,6.0
9798,11.0
9799,11.0
9800,5.0
9801,7.0
9802,23.0
9803,9.0
9804,17.0
9805,7.0
9806,7.0
9807,6.0
9808,9.0
9809,9.0
9810,15.0
9811,5.0
9812,22.0
9813,13.0
9814,10.0
9815,9.0
9816,25.0
9817,2.0
9818,8.0
9819,11.0
9820,11.0
9821,3.0
9822,7.0
9823,6.0
9824,9.0
9825,13.0
9826,4.0
9827,7.0
9828,8.0
9829,11.0
9830,10.0
9831,4.0
9832,8.0
9833,5.0
9834,7.0
9835,7.0
9836,19.0
9837,9.0
9838,14.0
9839,5.0
9840,10.0
9841,8.0
9842,7.0
9843,11.0
9844,9.0
9845,10.0
9846,6.0
9847,6.0
9848,8.0
9849,7.0
9850,17.0
9851,7.0
9852,6.0
9853,6.0
9854,9.0
9855,6.0
9856,6.0
9857,9.0
9858,3.0
9859,11.0
9860,3.0
9861,4.0
9862,5.0
9863,4.0
9864,6.0
9865,14.0
9866,2.0
9867,8.0
9868,7.0
9869,8.0
9870,10.0
9871,1.0
9872,16.0
9873,7.0
9874,8.0
9875,14.0
9876,6.0
9877,5.0
9878,9.0
9879,10.0
9880,10.0
9881,9.0
9882,11.0
9883,11.0
9884,13.0
9885,19.0
9886,6.0
9887,14.0
9888,9.0
9889,13.0
9890,12.0
9891,5.0
9892,7.0
9893,7.0
9894,8.0
9895,9.0
9896,4.0
9897,3.0
9898,3.0
9899,5.0
9900,11.0
9901,9.0
9902,5.0
9903,3.0
9904,11.0
9905,4.0
9906,5.0
9907,12.0
9908,5.0
9909,10.0
9910,3.0
9911,9.0
9912,4.0
9913,9.0
9914,10.0
9915,10.0
9916,10.0
9917,3.0
9918,6.0
9919,6.0
9920,14.0
9921,18.0
9922,4.0
9923,5.0
9924,8.0
9925,13.0
9926,3.0
9927,10.0
9928,4.0
9929,9.0
9930,10.0
9931,5.0
9932,8.0
9933,6.0
9934,6.0
9935,20.0
9936,21.0
9937,5.0
9938,9.0
9939,13.0
9940,13.0
9941,7.0
9942,4.0
9943,14.0
9944,13.0
9945,14.0
9946,10.0
9947,10.0
9948,8.0
9949,4.0
9950,11.0
9951,5.0
9952,8.0
9953,8.0
9954,9.0
9955,9.0
9956,7.0
9957,16.0
9958,5.0
9959,6.0
9960,11.0
9961,4.0
9962,8.0
9963,13.0
9964,7.0
9965,16.0
9966,9.0
9967,11.0
9968,14.0
9969,5.0
9970,12.0
9971,6.0
9972,8.0
9973,5.0
9974,9.0
9975,8.0
9976,5.0
9977,6.0
9978,6.0
9979,10.0
9980,5.0
9981,10.0
9982,5.0
9983,28.0
9984,8.0
9985,13.0
9986,11.0
9987,8.0
9988,2.0
9989,5.0
9990,17.0
9991,9.0
9992,22.0
9993,3.0
9994,6.0
9995,14.0
9996,9.0
9997,15.0
9998,20.0
9999,5.0
10000,6.0
10001,8.0
10002,4.0
10003,4.0
10004,11.0
10005,13.0
10006,10.0
10007,5.0
10008,13.0
10009,10.0
10010,4.0
10011,4.0
10012,9.0
10013,5.0
10014,4.0
10015,2.0
10016,8.0
10017,5.0
10018,2.0
10019,9.0
10020,4.0
10021,12.0
10022,6.0
10023,11.0
10024,24.0
10025,10.0
10026,8.0
10027,5.0
10028,4.0
10029,24.0
10030,6.0
10031,6.0
10032,4.0
10033,2.0
10034,14.0
10035,3.0
10036,10.0
10037,9.0
10038,6.0
10039,4.0
10040,5.0
10041,13.0
10042,4.0
10043,4.0
10044,8.0
10045,6.0
10046,2.0
10047,9.0
10048,7.0
10049,3.0
10050,6.0
10051,8.0
10052,17.0
10053,5.0
10054,6.0
10055,2.0
10056,10.0
10057,10.0
10058,6.0
10059,7.0
10060,5.0
10061,8.0
10062,9.0
10063,6.0
10064,4.0
10065,5.0
10066,7.0
10067,15.0
10068,5.0
10069,7.0
10070,7.0
10071,14.0
10072,6.0
10073,7.0
10074,10.0
10075,14.0
10076,6.0
10077,14.0
10078,5.0
10079,8.0
10080,6.0
10081,4.0
10082,12.0
10083,5.0
10084,2.0
10085,10.0
10086,6.0
10087,13.0
10088,8.0
10089,11.0
10090,6.0
10091,6.0
10092,7.0
10093,13.0
10094,8.0
10095,8.0
10096,6.0
10097,11.0
10098,5.0
10099,9.0
10100,9.0
10101,9.0
10102,6.0
10103,8.0
10104,6.0
10105,3.0
10106,4.0
10107,9.0
10108,7.0
10109,13.0
10110,12.0
10111,9.0
10112,8.0
10113,11.0
10114,26.0
10115,4.0
10116,4.0
10117,6.0
10118,6.0
10119,12.0
10120,10.0
10121,18.0
10122,37.0
10123,7.0
10124,4.0
10125,10.0
10126,11.0
10127,4.0
10128,8.0
10129,9.0
10130,17.0
10131,9.0
10132,9.0
10133,6.0
10134,5.0
10135,3.0
10136,13.0
10137,4.0
10138,8.0
10139,7.0
10140,4.0
10141,5.0
10142,6.0
10143,8.0
10144,8.0
10145,2.0
10146,7.0
10147,5.0
10148,6.0
10149,5.0
10150,9.0
10151,7.0
10152,8.0
10153,21.0
10154,22.0
10155,7.0
10156,13.0
10157,5.0
10158,6.0
10159,8.0
10160,10.0
10161,8.0
10162,12.0
10163,6.0
10164,8.0
10165,13.0
10166,4.0
10167,15.0
10168,7.0
10169,6.0
10170,13.0
10171,7.0
10172,17.0
10173,17.0
10174,4.0
10175,9.0
10176,13.0
10177,2.0
10178,4.0
10179,7.0
10180,4.0
10181,9.0
10182,7.0
10183,2.0
10184,9.0
10185,10.0
10186,14.0
10187,4.0
10188,7.0
10189,13.0
10190,5.0
10191,11.0
10192,8.0
10193,8.0
10194,11.0
10195,10.0
10196,22.0
10197,4.0
10198,6.0
10199,4.0
10200,4.0
10201,10.0
10202,8.0
10203,8.0
10204,2.0
10205,6.0
10206,13.0
10207,8.0
10208,9.0
10209,10.0
10210,6.0
10211,8.0
10212,19.0
10213,17.0
10214,4.0
10215,10.0
10216,12.0
10217,8.0
10218,4.0
10219,4.0
10220,9.0
10221,15.0
10222,10.0
10223,11.0
10224,12.0
10225,6.0
10226,7.0
10227,7.0
10228,6.0
10229,13.0
10230,1.0
10231,12.0
10232,7.0
10233,17.0
10234,4.0
10235,9.0
10236,7.0
10237,3.0
10238,8.0
10239,15.0
10240,8.0
10241,7.0
10242,16.0
10243,3.0
10244,3.0
10245,8.0
10246,9.0
10247,6.0
10248,2.0
10249,2.0
10250,11.0
10251,7.0
10252,2.0
10253,8.0
10254,1.0
10255,11.0
10256,17.0
10257,7.0
10258,6.0
10259,8.0
10260,6.0
10261,8.0
10262,11.0
10263,13.0
10264,6.0
10265,4.0
10266,11.0
10267,10.0
10268,6.0
10269,7.0
10270,7.0
10271,13.0
10272,1.0
10273,9.0
10274,7.0
10275,1.0
10276,1.0
10277,14.0
10278,10.0
10279,10.0
10280,13.0
10281,6.0
10282,5.0
10283,37.0
10284,4.0
10285,14.0
10286,11.0
10287,8.0
10288,7.0
10289,4.0
10290,7.0
10291,6.0
10292,9.0
10293,3.0
10294,5.0
10295,6.0
10296,13.0
10297,7.0
10298,7.0
10299,7.0
10300,12.0
10301,5.0
10302,12.0
10303,5.0
10304,11.0
10305,21.0
10306,14.0
10307,6.0
10308,34.0
10309,14.0
10310,3.0
10311,3.0
10312,3.0
10313,7.0
10314,11.0
10315,8.0
10316,5.0
10317,4.0
10318,3.0
10319,3.0
10320,3.0
10321,5.0
10322,2.0
10323,6.0
10324,5.0
10325,10.0
10326,10.0
10327,13.0
10328,11.0
10329,17.0
10330,3.0
10331,5.0
10332,11.0
10333,5.0
10334,10.0
10335,17.0
10336,10.0
10337,5.0
10338,1.0
10339,1.0
10340,8.0
10341,9.0
10342,21.0
10343,7.0
10344,10.0
10345,13.0
10346,5.0
10347,11.0
10348,18.0
10349,8.0
10350,13.0
10351,5.0
10352,5.0
10353,8.0
10354,6.0
10355,7.0
10356,5.0
10357,6.0
10358,10.0
10359,3.0
10360,10.0
10361,2.0
10362,6.0
10363,4.0
10364,12.0
10365,3.0
10366,9.0
10367,2.0
10368,18.0
10369,14.0
10370,11.0
10371,14.0
10372,5.0
10373,8.0
10374,11.0
10375,7.0
10376,10.0
10377,6.0
10378,5.0
10379,14.0
10380,11.0
10381,9.0
10382,7.0
10383,5.0
10384,6.0
10385,19.0
10386,13.0
10387,7.0
10388,12.0
10389,11.0
10390,16.0
10391,4.0
10392,5.0
10393,5.0
10394,6.0
10395,23.0
10396,16.0
10397,9.0
10398,14.0
10399,7.0
10400,8.0
10401,14.0
10402,20.0
10403,7.0
10404,23.0
10405,7.0
10406,5.0
10407,9.0
10408,8.0
10409,15.0
10410,13.0
10411,11.0
10412,10.0
10413,11.0
10414,17.0
10415,9.0
10416,14.0
10417,18.0
10418,22.0
10419,9.0
10420,8.0
10421,4.0
10422,7.0
10423,13.0
10424,13.0
10425,5.0
10426,14.0
10427,16.0
10428,22.0
10429,8.0
10430,4.0
10431,10.0
10432,9.0
10433,13.0
10434,22.0
10435,12.0
10436,12.0
10437,15.0
10438,10.0
10439,14.0
10440,3.0
10441,17.0
10442,6.0
10443,7.0
10444,2.0
10445,12.0
10446,9.0
10447,4.0
10448,8.0
10449,15.0
10450,17.0
10451,13.0
10452,4.0
10453,9.0
10454,5.0
10455,16.0
10456,8.0
10457,12.0
10458,2.0
10459,9.0
10460,11.0
10461,8.0
10462,8.0
10463,9.0
10464,11.0
10465,8.0
10466,7.0
10467,21.0
10468,11.0
10469,8.0
10470,4.0
10471,2.0
10472,7.0
10473,4.0
10474,3.0
10475,7.0
10476,19.0
10477,14.0
10478,9.0
10479,10.0
10480,5.0
10481,10.0
10482,8.0
10483,13.0
10484,4.0
10485,21.0
10486,4.0
10487,4.0
10488,6.0
10489,13.0
10490,11.0
10491,2.0
10492,3.0
10493,13.0
10494,8.0
10495,16.0
10496,14.0
10497,3.0
10498,19.0
10499,1.0
10500,7.0
10501,6.0
10502,12.0
10503,6.0
10504,14.0
10505,7.0
10506,17.0
10507,1.0
10508,31.0
10509,7.0
10510,14.0
10511,11.0
10512,12.0
10513,4.0
10514,16.0
10515,6.0
10516,8.0
10517,9.0
10518,8.0
10519,14.0
10520,18.0
10521,10.0
10522,7.0
10523,7.0
10524,11.0
10525,6.0
10526,4.0
10527,9.0
10528,6.0
10529,10.0
10530,10.0
10531,2.0
10532,9.0
10533,11.0
10534,25.0
10535,6.0
10536,7.0
10537,15.0
10538,9.0
10539,14.0
10540,11.0
10541,32.0
10542,6.0
10543,10.0
10544,13.0
10545,13.0
10546,8.0
10547,14.0
10548,3.0
10549,9.0
10550,19.0
10551,26.0
10552,6.0
10553,10.0
10554,6.0
10555,14.0
10556,10.0
10557,44.0
10558,10.0
10559,9.0
10560,6.0
10561,11.0
10562,4.0
10563,14.0
10564,9.0
10565,9.0
10566,7.0
10567,7.0
10568,6.0
10569,15.0
10570,3.0
10571,6.0
10572,6.0
10573,10.0
10574,7.0
10575,17.0
10576,17.0
10577,5.0
10578,9.0
10579,4.0
10580,13.0
10581,15.0
10582,7.0
10583,13.0
10584,3.0
10585,16.0
10586,4.0
10587,14.0
10588,8.0
10589,16.0
10590,3.0
10591,12.0
10592,5.0
10593,15.0
10594,13.0
10595,8.0
10596,7.0
10597,16.0
10598,2.0
10599,4.0
10600,5.0
10601,5.0
10602,12.0
10603,3.0
10604,8.0
10605,6.0
10606,6.0
10607,6.0
10608,13.0
10609,13.0
10610,11.0
10611,12.0
10612,20.0
10613,7.0
10614,7.0
10615,3.0
10616,18.0
10617,10.0
10618,13.0
10619,11.0
10620,11.0
10621,3.0
10622,3.0
10623,17.0
10624,5.0
10625,11.0
10626,10.0
10627,7.0
10628,8.0
10629,15.0
10630,20.0
10631,4.0
10632,10.0
10633,6.0
10634,9.0
10635,10.0
10636,8.0
10637,7.0
10638,5.0
10639,10.0
10640,8.0
10641,6.0
10642,11.0
10643,5.0
10644,20.0
10645,12.0
10646,8.0
10647,22.0
10648,4.0
10649,10.0
10650,8.0
10651,8.0
10652,13.0
10653,3.0
10654,7.0
10655,9.0
10656,7.0
10657,18.0
10658,8.0
10659,6.0
10660,15.0
10661,23.0
10662,4.0
10663,5.0
10664,9.0
10665,8.0
10666,3.0
10667,8.0
10668,7.0
10669,6.0
10670,5.0
10671,6.0
10672,10.0
10673,7.0
10674,15.0
10675,4.0
10676,3.0
10677,9.0
10678,6.0
10679,7.0
10680,6.0
10681,34.0
10682,13.0
10683,16.0
10684,2.0
10685,9.0
10686,20.0
10687,13.0
10688,16.0
10689,13.0
10690,7.0
10691,27.0
10692,6.0
10693,7.0
10694,7.0
10695,10.0
10696,7.0
10697,19.0
10698,5.0
10699,25.0
10700,6.0
10701,12.0
10702,7.0
10703,20.0
10704,7.0
10705,11.0
10706,6.0
10707,9.0
10708,3.0
10709,14.0
10710,12.0
10711,7.0
10712,10.0
10713,2.0
10714,7.0
10715,6.0
10716,11.0
10717,18.0
10718,6.0
10719,4.0
10720,21.0
10721,8.0
10722,3.0
10723,2.0
10724,26.0
10725,7.0
10726,4.0
10727,10.0
10728,8.0
10729,5.0
10730,18.0
10731,34.0
10732,9.0
10733,12.0
10734,4.0
10735,8.0
10736,14.0
10737,11.0
10738,8.0
10739,9.0
10740,13.0
10741,15.0
10742,4.0
10743,5.0
10744,17.0
10745,7.0
10746,13.0
10747,13.0
10748,11.0
10749,4.0
10750,27.0
10751,18.0
10752,6.0
10753,4.0
10754,10.0
10755,12.0
10756,7.0
10757,1.0
10758,11.0
10759,9.0
10760,4.0
10761,13.0
10762,6.0
10763,12.0
10764,6.0
10765,13.0
10766,7.0
10767,7.0
10768,6.0
10769,6.0
10770,18.0
10771,10.0
10772,35.0
10773,4.0
10774,7.0
10775,7.0
10776,4.0
10777,6.0
10778,7.0
